Date,NIFTY_TOTAL_MARKET
2015-03-09,4603.22
2015-03-05,4686.75
2015-03-04,4671.38
2015-03-03,4713.27
2015-03-02,4680.57
2015-02-28,4640.85
2015-02-27,4623.33
2015-02-26,4538.64
2015-02-25,4581.13
2015-02-24,4583.26
2015-02-23,4584.51
2015-02-20,4624.01
2015-02-19,4644.62
2015-02-18,4635.51
2015-02-16,4599.92
2015-02-13,4600.57
2015-02-12,4557.19
2015-02-11,4508.14
2015-02-10,4461.68
2015-02-09,4438.05
2015-02-06,4506.82
2015-02-05,4538.59
2015-02-04,4559.74
2015-02-03,4577.37
2015-02-02,4599.63
2015-01-30,4594.2
2015-01-29,4651.3
2015-01-28,4640.8
2015-01-27,4633.32
2015-01-23,4595.98
2015-01-22,4566.37
2015-01-21,4551.63
2015-01-20,4539.8
2015-01-19,4483.75
2015-01-16,4463.69
2015-01-15,4448.5
2015-01-14,4353.16
2015-01-13,4362.16
2015-01-12,4370.7
2015-01-09,4349.63
2015-01-08,4332.3
2015-01-07,4260.85
2015-01-06,4268.12
2015-01-05,4397.09
2015-01-02,4402.32
2015-01-01,4350.81
2014-12-31,4341.68
2014-12-30,4315.19
2014-12-29,4305.23
2014-12-26,4276.96
2014-12-24,4261.82
2014-12-23,4294.33
2014-12-22,4320.52
2014-12-19,4273.51
2014-12-18,4245.07
2014-12-17,4158.72
2014-12-16,4179.83
2014-12-15,4271.57
2014-12-12,4280.05
2014-12-11,4321.6
2014-12-10,4354.31
2014-12-09,4335.48
2014-12-08,4393.32
2014-12-05,4444.52
2014-12-04,4458.92
2014-12-03,4442.87
2014-12-02,4416.08
2014-12-01,4417.05
2014-11-28,4430.4
2014-11-27,4384.55
2014-11-26,4371.49
2014-11-25,4360.95
2014-11-24,4407.22
2014-11-21,4386.39
2014-11-20,4360.78
2014-11-19,4355.3
2014-11-18,4380.56
2014-11-17,4372.62
2014-11-14,4346.57
2014-11-13,4326.08
2014-11-12,4341.12
2014-11-11,4325.28
2014-11-10,4308.95
2014-11-07,4304.62
2014-11-05,4300.39
2014-11-03,4293.68
2014-10-31,4280.78
2014-10-30,4207.19
2014-10-29,4171.35
2014-10-28,4139.91
2014-10-27,4122.68
2014-10-23,4137.84
2014-10-22,4119.99
2014-10-21,4082.1
2014-10-20,4054.46
2014-10-17,4003.92
2014-10-16,3985.5
2014-10-14,4058.1
2014-10-13,4066.06
2014-10-10,4052.06
2014-10-09,4107.1
2014-10-08,4043.45
2014-10-07,4048.5
2014-10-01,4095.07
2014-09-30,4106.36
2014-09-29,4101.26
2014-09-26,4092.26
2014-09-25,4058.57
2014-09-24,4120.12
2014-09-23,4138.87
2014-09-22,4210.97
2014-09-19,4200.48
2014-09-18,4198.68
2014-09-17,4121.69
2014-09-16,4101.57
2014-09-15,4186.48
2014-09-12,4206.35
2014-09-11,4194.24
2014-09-10,4183.43
2014-09-09,4205.69
2014-09-08,4205.57
2014-09-05,4155.52
2014-09-04,4153.16
2014-09-03,4162.58
2014-09-02,4141.25
2014-09-01,4111.64
2014-08-28,4062.15
2014-08-27,4058.17
2014-08-26,4040.1
2014-08-25,4042.85
2014-08-22,4055.58
2014-08-21,4047.03
2014-08-20,4034.82
2014-08-19,4038.38
2014-08-18,4015.68
2014-08-14,3965.01
2014-08-13,3933.55
2014-08-12,3945.09
2014-08-11,3901.4
2014-08-08,3872.37
2014-08-07,3923.82
2014-08-06,3936.62
2014-08-05,3969.38
2014-08-04,3936.4
2014-08-01,3895.01
2014-07-31,3947.37
2014-07-30,3970.41
2014-07-28,3949.55
2014-07-25,3966.3
2014-07-24,3997.76
2014-07-23,3985.64
2014-07-22,3979.9
2014-07-21,3947.88
2014-07-18,3936.56
2014-07-17,3933.14
2014-07-16,3911.05
2014-07-15,3859.02
2014-07-14,3808.82
2014-07-11,3809.09
2014-07-10,3882.03
2014-07-09,3880.3
2014-07-08,3911.03
2014-07-07,4020.15
2014-07-04,4004.18
2014-07-03,3981.41
2014-07-02,3985.21
2014-07-01,3936.43
2014-06-30,3919.41
2014-06-27,3860.31
2014-06-26,3849.49
2014-06-25,3880.17
2014-06-24,3878.95
2014-06-23,3830.61
2014-06-20,3830.65
2014-06-19,3847.17
2014-06-18,3859.7
2014-06-17,3893.44
2014-06-16,3840.44
2014-06-13,3840.66
2014-06-12,3912.41
2014-06-11,3901.21
2014-06-10,3925.49
2014-06-09,3928.04
2014-06-06,3885.05
2014-06-05,3825.52
2014-06-04,3779.87
2014-06-03,3768.61
2014-06-02,3736.36
2014-05-30,3667.45
2014-05-29,3663.05
2014-05-28,3700.59
2014-05-27,3688.73
2014-05-26,3713.81
2014-05-23,3739.93
2014-05-22,3687.59
2014-05-21,3655.49
2014-05-20,3653.61
2014-05-19,3633.92
2014-05-16,3564.42
2014-05-15,3515.12
2014-05-14,3517.61
2014-05-13,3503.88
2014-05-12,3451.77
2014-05-09,3387.28
2014-05-08,3300.65
2014-05-07,3298.42
2014-05-06,3323.62
2014-05-05,3315.24
2014-05-02,3315.59
2014-04-30,3311.61
2014-04-29,3331.23
2014-04-28,3353.41
2014-04-25,3357.45
2014-04-23,3378.6
2014-04-22,3368.52
2014-04-21,3368.67
2014-04-17,3345.17
2014-04-16,3294.36
2014-04-15,3324.54
2014-04-11,3349.25
2014-04-10,3355.6
2014-04-09,3347.3
2014-04-07,3296.04
2014-04-04,3296.04
2014-04-03,3307.82
2014-04-02,3318.93
2014-04-01,3293.94
2014-03-31,3288.57
2014-03-28,3273.85
2014-03-27,3238.53
2014-03-26,3217.62
2014-03-25,3210.1
2014-03-24,3202.96
2014-03-22,3169.59
2014-03-21,3165.31
2014-03-20,3154.9
2014-03-19,3172.93
2014-03-18,3167.16
2014-03-14,3151.95
2014-03-13,3149.46
2014-03-12,3162.88
2014-03-11,3161.57
2014-03-10,3173.05
2014-03-07,3164.88
2014-03-06,3118.75
2014-03-05,3082.04
2014-03-04,3064.54
2014-03-03,3028.69
2014-02-28,3048.18
2014-02-26,3027.45
2014-02-25,3013.45
2014-02-24,3006.75
2014-02-21,2993.9
2014-02-20,2964.81
2014-02-19,2987.17
2014-02-18,2973.75
2014-02-17,2947.96
2014-02-14,2939.58
2014-02-13,2922.38
2014-02-12,2961.04
2014-02-11,2953.12
2014-02-10,2948.46
2014-02-07,2953.77
2014-02-06,2940.67
2014-02-05,2934.65
2014-02-04,2922.02
2014-02-03,2919.41
2014-01-31,2956.79
2014-01-30,2934.23
2014-01-29,2963.07
2014-01-28,2963.2
2014-01-27,2965.97
2014-01-24,3035.73
2014-01-23,3077.53
2014-01-22,3077.56
2014-01-21,3066.19
2014-01-20,3060.66
2014-01-17,3037.1
2014-01-16,3068.69
2014-01-15,3073.95
2014-01-14,3043.55
2014-01-13,3055.44
2014-01-10,3020.77
2014-01-09,3025.07
2014-01-08,3033.91
2014-01-07,3025.43
2014-01-06,3040.6
2014-01-03,3043.53
2014-01-02,3042.27
2014-01-01,3087.71
2013-12-31,3083.02
2013-12-30,3073.59
2013-12-27,3082.53
2013-12-26,3065.85
2013-12-24,3057.94
2013-12-23,3059.34
2013-12-20,3048.15
2013-12-19,2997.61
2013-12-18,3015.5
2013-12-17,2976.91
2013-12-16,2981.37
2013-12-13,2981.21
2013-12-12,3015.25
2013-12-11,3043.11
2013-12-10,3054.49
2013-12-09,3068.84
2013-12-06,3027.14
2013-12-05,3017.25
2013-12-04,2986.06
2013-12-03,3005.39
2013-12-02,3010.36
2013-11-29,2988.66
2013-11-28,2950.39
2013-11-27,2932.1
2013-11-26,2931.72
2013-11-25,2954.72
2013-11-22,2902.75
2013-11-21,2902.33
2013-11-20,2957.05
2013-11-19,2988.69
2013-11-18,2981.55
2013-11-14,2925.31
2013-11-13,2890.76
2013-11-12,2905.01
2013-11-11,2931.79
2013-11-08,2960.15
2013-11-07,2976.33
2013-11-06,2996.51
2013-11-05,3010.37
2013-11-03,3029.56
2013-11-01,3018.26
2013-10-31,3006.71
2013-10-30,2981.02
2013-10-29,2966.29
2013-10-28,2914.03
2013-10-25,2936.86
2013-10-24,2948.55
2013-10-23,2955.05
2013-10-22,2964.27
2013-10-21,2959.32
2013-10-18,2944.16
2013-10-17,2885.38
2013-10-15,2901.26
2013-10-14,2917.79
2013-10-11,2908.78
2013-10-10,2881.24
2013-10-09,2871.64
2013-10-08,2836.79
2013-10-07,2828.06
2013-10-04,2823.76
2013-10-03,2821.5
2013-10-01,2765.83
2013-09-30,2746.61
2013-09-27,2786.24
2013-09-26,2802.43
2013-09-25,2799.07
2013-09-24,2803.64
2013-09-23,2802.34
2013-09-20,2850.51
2013-09-19,2892.39
2013-09-18,2799.27
2013-09-17,2778.37
2013-09-16,2775.89
2013-09-13,2781.86
2013-09-12,2778.83
2013-09-11,2805.28
2013-09-10,2788.92
2013-09-06,2699.54
2013-09-05,2664.22
2013-09-04,2601.47
2013-09-03,2557.07
2013-09-02,2644.46
2013-08-30,2607.52
2013-08-29,2580.53
2013-08-28,2527.71
2013-08-27,2536.14
2013-08-26,2619.22
2013-08-23,2612.21
2013-08-22,2582.6
2013-08-21,2541.22
2013-08-20,2583.96
2013-08-19,2592.23
2013-08-16,2637.22
2013-08-14,2741.23
2013-08-13,2721.49
2013-08-12,2678.27
2013-08-08,2650.83
2013-08-07,2627.81
2013-08-06,2627.42
2013-08-05,2694.91
2013-08-02,2689.4
2013-08-01,2714.02
2013-07-31,2730.17
2013-07-30,2737.03
2013-07-29,2779.55
2013-07-26,2808.61
2013-07-25,2823.69
2013-07-24,2858.4
2013-07-23,2903.58
2013-07-22,2885.41
2013-07-19,2886.47
2013-07-18,2895.5
2013-07-17,2863.62
2013-07-16,2862.87
2013-07-15,2899.3
2013-07-12,2883.0
2013-07-11,2855.32
2013-07-10,2808.54
2013-07-09,2824.93
2013-07-08,2800.62
2013-07-05,2821.84
2013-07-04,2810.0
2013-07-03,2781.43
2013-07-02,2824.39
2013-07-01,2842.22
2013-06-28,2804.05
2013-06-27,2731.78
2013-06-26,2693.81
2013-06-25,2702.88
2013-06-24,2700.36
2013-06-21,2746.9
2013-06-20,2752.58
2013-06-19,2827.53
2013-06-18,2820.07
2013-06-17,2830.13
2013-06-14,2810.44
2013-06-13,2761.85
2013-06-12,2793.79
2013-06-11,2810.83
2013-06-10,2857.14
2013-06-07,2867.54
2013-06-06,2887.26
2013-06-05,2888.1
2013-06-04,2885.64
2013-06-03,2889.67
2013-05-31,2903.13
2013-05-30,2957.12
2013-05-29,2948.85
2013-05-28,2955.15
2013-05-27,2941.09
2013-05-24,2897.63
2013-05-23,2886.92
2013-05-22,2947.62
2013-05-21,2961.2
2013-05-20,2981.84
2013-05-17,2997.17
2013-05-16,2986.93
2013-05-15,2975.05
2013-05-14,2908.59
2013-05-13,2900.92
2013-05-11,2956.28
2013-05-10,2949.68
2013-05-09,2928.7
2013-05-08,2938.75
2013-05-07,2928.24
2013-05-06,2896.37
2013-05-03,2879.93
2013-05-02,2901.92
2013-04-30,2869.13
2013-04-29,2856.45
2013-04-26,2838.52
2013-04-25,2858.61
2013-04-23,2826.92
2013-04-22,2828.15
2013-04-18,2798.83
2013-04-17,2758.97
2013-04-16,2756.3
2013-04-15,2706.44
2013-04-12,2692.17
2013-04-11,2713.65
2013-04-10,2700.31
2013-04-09,2674.23
2013-04-08,2697.59
2013-04-05,2700.99
2013-04-04,2708.29
2013-04-03,2756.6
2013-04-02,2788.03
2013-04-01,2760.89
2013-03-28,2743.22
2013-03-26,2716.12
2013-03-25,2713.46
2013-03-22,2722.24
2013-03-21,2727.63
2013-03-20,2747.66
2013-03-19,2781.99
2013-03-18,2826.21
2013-03-15,2841.22
2013-03-14,2858.26
2013-03-13,2833.51
2013-03-12,2865.56
2013-03-11,2880.55
2013-03-08,2879.94
2013-03-07,2843.69
2013-03-06,2824.56
2013-03-05,2804.84
2013-03-04,2762.49
2013-03-01,2781.33
2013-02-28,2767.3
2013-02-27,2823.23
2013-02-26,2804.38
2013-02-25,2851.08
2013-02-22,2858.01
2013-02-21,2857.86
2013-02-20,2905.24
2013-02-19,2904.24
2013-02-18,2880.89
2013-02-15,2872.56
2013-02-14,2874.39
2013-02-13,2898.43
2013-02-12,2899.82
2013-02-11,2892.66
2013-02-08,2895.54
2013-02-07,2914.26
2013-02-06,2929.86
2013-02-05,2926.87
2013-02-04,2942.68
2013-02-01,2952.96
2013-01-31,2964.64
2013-01-30,2965.82
2013-01-29,2964.65
2013-01-28,2979.27
2013-01-25,2978.02
2013-01-24,2945.38
2013-01-23,2977.54
2013-01-22,2982.1
2013-01-21,3002.94
2013-01-18,2995.65
2013-01-17,2988.08
2013-01-16,2973.49
2013-01-15,3005.41
2013-01-14,2991.91
2013-01-11,2956.02
2013-01-10,2975.77
2013-01-09,2979.99
2013-01-08,2993.51
2013-01-07,2989.62
2013-01-04,2996.86
2013-01-03,2991.65
2013-01-02,2980.89
2013-01-01,2960.55
2012-12-31,2934.04
2012-12-28,2930.62
2012-12-27,2911.08
2012-12-26,2926.78
2012-12-24,2904.36
2012-12-21,2898.22
2012-12-20,2934.98
2012-12-19,2940.53
2012-12-18,2923.65
2012-12-17,2902.53
2012-12-14,2905.13
2012-12-13,2890.03
2012-12-12,2912.25
2012-12-11,2915.97
2012-12-10,2925.92
2012-12-07,2921.18
2012-12-06,2930.98
2012-12-05,2913.67
2012-12-04,2906.93
2012-12-03,2896.72
2012-11-30,2890.37
2012-11-29,2863.83
2012-11-27,2821.37
2012-11-26,2779.2
2012-11-23,2766.86
2012-11-22,2765.5
2012-11-21,2756.94
2012-11-20,2738.57
2012-11-19,2744.46
2012-11-16,2753.35
2012-11-15,2781.66
2012-11-13,2794.4
2012-11-12,2794.4
2012-11-09,2787.93
2012-11-08,2812.61
2012-11-07,2818.63
2012-11-06,2799.54
2012-11-05,2788.98
2012-11-02,2788.14
2012-11-01,2765.96
2012-10-31,2748.76
2012-10-30,2733.52
2012-10-29,2764.81
2012-10-26,2768.21
2012-10-25,2791.93
2012-10-23,2787.03
2012-10-22,2798.27
2012-10-19,2786.43
2012-10-18,2802.13
2012-10-17,2772.56
2012-10-16,2767.87
2012-10-15,2787.15
2012-10-12,2783.43
2012-10-11,2793.97
2012-10-10,2765.53
2012-10-09,2794.09
2012-10-08,2779.59
2012-10-05,2808.72
2012-10-04,2828.31
2012-10-03,2803.84
2012-10-01,2793.24
2012-09-28,2781.05
2012-09-27,2752.44
2012-09-26,2752.28
2012-09-25,2753.15
2012-09-24,2747.03
2012-09-21,2749.47
2012-09-20,2689.85
2012-09-18,2709.24
2012-09-17,2704.11
2012-09-14,2683.05
2012-09-13,2628.86
2012-09-12,2628.87
2012-09-11,2612.89
2012-09-10,2602.38
2012-09-08,2597.74
2012-09-07,2588.34
2012-09-06,2545.56
2012-09-05,2538.26
2012-09-04,2557.97
2012-09-03,2545.42
2012-08-31,2546.34
2012-08-30,2565.79
2012-08-29,2553.61
2012-08-28,2573.88
2012-08-27,2585.95
2012-08-24,2604.96
2012-08-23,2618.45
2012-08-22,2619.04
2012-08-21,2623.95
2012-08-17,2603.01
2012-08-16,2602.22
2012-08-14,2608.78
2012-08-13,2594.56
2012-08-10,2578.54
2012-08-09,2580.71
2012-08-08,2587.61
2012-08-07,2590.25
2012-08-06,2569.13
2012-08-03,2542.58
2012-08-02,2548.52
2012-08-01,2549.8
2012-07-31,2539.66
2012-07-30,2525.93
2012-07-27,2479.55
2012-07-26,2465.14
2012-07-25,2501.33
2012-07-24,2511.84
2012-07-23,2505.22
2012-07-20,2545.2
2012-07-19,2558.72
2012-07-18,2547.62
2012-07-17,2536.55
2012-07-16,2543.74
2012-07-13,2556.42
2012-07-12,2560.58
2012-07-11,2587.55
2012-07-10,2602.54
2012-07-09,2571.04
2012-07-06,2595.24
2012-07-05,2602.78
2012-07-04,2586.3
2012-07-03,2575.32
2012-07-02,2565.5
2012-06-29,2558.71
2012-06-28,2500.44
2012-06-27,2495.69
2012-06-26,2485.34
2012-06-25,2480.3
2012-06-22,2491.37
2012-06-21,2495.79
2012-06-20,2472.98
2012-06-19,2459.67
2012-06-18,2444.52
2012-06-15,2478.65
2012-06-14,2445.06
2012-06-13,2474.9
2012-06-12,2473.16
2012-06-11,2447.32
2012-06-08,2452.26
2012-06-07,2443.52
2012-06-06,2419.88
2012-06-05,2361.3
2012-06-04,2354.22
2012-06-01,2355.02
2012-05-31,2392.25
2012-05-30,2395.41
2012-05-29,2418.16
2012-05-28,2417.98
2012-05-25,2387.4
2012-05-24,2383.39
2012-05-23,2346.87
2012-05-22,2359.66
2012-05-21,2380.54
2012-05-18,2371.03
2012-05-17,2365.26
2012-05-16,2360.4
2012-05-15,2397.56
2012-05-14,2381.9
2012-05-11,2395.0
2012-05-10,2413.98
2012-05-09,2416.43
2012-05-08,2434.18
2012-05-07,2483.74
2012-05-04,2469.3
2012-05-03,2516.74
2012-05-02,2542.5
2012-04-30,2546.66
2012-04-28,2527.8
2012-04-27,2518.12
2012-04-26,2519.48
2012-04-25,2527.41
2012-04-24,2538.35
2012-04-23,2532.79
2012-04-20,2576.04
2012-04-19,2596.2
2012-04-18,2585.43
2012-04-17,2579.23
2012-04-16,2551.88
2012-04-13,2541.28
2012-04-12,2569.61
2012-04-11,2546.88
2012-04-10,2557.48
2012-04-09,2555.84
2012-04-04,2597.03
2012-04-03,2609.4
2012-04-02,2587.13
2012-03-30,2571.22
2012-03-29,2511.98
2012-03-28,2514.17
2012-03-27,2538.19
2012-03-26,2516.12
2012-03-23,2559.13
2012-03-22,2536.9
2012-03-21,2600.65
2012-03-20,2555.95
2012-03-19,2544.1
2012-03-16,2573.51
2012-03-15,2603.53
2012-03-14,2643.45
2012-03-13,2628.42
2012-03-12,2596.5
2012-03-09,2580.23
2012-03-07,2524.75
2012-03-06,2527.79
2012-03-05,2554.41
2012-03-03,2591.02
2012-03-02,2589.96
2012-03-01,2583.64
2012-02-29,2602.77
2012-02-28,2592.39
2012-02-27,2535.25
2012-02-24,2608.16
2012-02-23,2631.42
2012-02-22,2642.68
2012-02-21,2707.85
2012-02-17,2687.22
2012-02-16,2670.6
2012-02-15,2667.47
2012-02-14,2611.55
2012-02-13,2596.35
2012-02-10,2592.03
2012-02-09,2600.28
2012-02-08,2575.89
2012-02-07,2555.0
2012-02-06,2571.99
2012-02-03,2548.1
2012-02-02,2522.34
2012-02-01,2504.83
2012-01-31,2483.1
2012-01-30,2430.18
2012-01-27,2483.99
2012-01-25,2463.38
2012-01-24,2441.7
2012-01-23,2403.23
2012-01-20,2403.04
2012-01-19,2390.51
2012-01-18,2360.09
2012-01-17,2371.34
2012-01-16,2330.88
2012-01-13,2327.08
2012-01-12,2308.74
2012-01-11,2313.57
2012-01-10,2301.01
2012-01-09,2249.65
2012-01-07,2246.81
2012-01-06,2244.65
2012-01-05,2244.57
2012-01-04,2243.84
2012-01-03,2247.23
2012-01-02,2187.58
2011-12-30,2184.71
2011-12-29,2190.5
2011-12-28,2212.45
2011-12-27,2234.4
2011-12-26,2248.61
2011-12-23,2222.42
2011-12-22,2230.24
2011-12-21,2210.0
2011-12-20,2152.0
2011-12-19,2188.31
2011-12-16,2215.82
2011-12-15,2259.38
2011-12-14,2269.97
2011-12-13,2288.5
2011-12-12,2279.35
2011-12-09,2327.56
2011-12-08,2359.47
2011-12-07,2411.92
2011-12-05,2404.1
2011-12-02,2406.63
2011-12-01,2356.41
2011-11-30,2316.06
2011-11-29,2312.06
2011-11-28,2333.21
2011-11-25,2274.47
2011-11-24,2286.41
2011-11-23,2260.93
2011-11-22,2309.55
2011-11-21,2296.44
2011-11-18,2350.97
2011-11-17,2367.19
2011-11-16,2409.7
2011-11-15,2429.18
2011-11-14,2476.9
2011-11-11,2493.6
2011-11-09,2521.82
2011-11-08,2555.54
2011-11-04,2554.18
2011-11-03,2540.65
2011-11-02,2535.49
2011-11-01,2535.11
2011-10-31,2562.17
2011-10-28,2570.25
2011-10-26,2503.96
2011-10-25,2492.59
2011-10-24,2459.92
2011-10-21,2447.03
2011-10-20,2466.59
2011-10-19,2487.41
2011-10-18,2445.23
2011-10-17,2481.71
2011-10-14,2485.65
2011-10-13,2466.22
2011-10-12,2472.31
2011-10-11,2420.1
2011-10-10,2417.46
2011-10-07,2379.0
2011-10-05,2323.55
2011-10-04,2336.95
2011-10-03,2372.98
2011-09-30,2418.47
2011-09-29,2446.53
2011-09-28,2424.54
2011-09-27,2438.59
2011-09-26,2381.14
2011-09-23,2404.28
2011-09-22,2429.85
2011-09-21,2524.46
2011-09-20,2519.31
2011-09-19,2476.57
2011-09-16,2495.95
2011-09-15,2491.11
2011-09-14,2463.06
2011-09-13,2436.2
2011-09-12,2438.17
2011-09-09,2491.05
2011-09-08,2530.48
2011-09-07,2519.06
2011-09-06,2486.41
2011-09-05,2467.7
2011-09-02,2471.87
2011-08-30,2452.09
2011-08-29,2414.64
2011-08-26,2338.63
2011-08-25,2386.31
2011-08-24,2410.2
2011-08-23,2434.49
2011-08-22,2409.79
2011-08-19,2382.68
2011-08-18,2424.46
2011-08-17,2477.38
2011-08-16,2476.97
2011-08-12,2501.72
2011-08-11,2527.7
2011-08-10,2538.01
2011-08-09,2491.87
2011-08-08,2518.0
2011-08-05,2560.76
2011-08-04,2616.73
2011-08-03,2645.24
2011-08-02,2665.45
2011-08-01,2694.51
2011-07-29,2684.7
2011-07-28,2697.35
2011-07-27,2724.8
2011-07-26,2732.67
2011-07-25,2776.41
2011-07-22,2756.08
2011-07-21,2714.88
2011-07-20,2728.03
2011-07-19,2752.13
2011-07-18,2733.65
2011-07-15,2736.11
2011-07-14,2742.33
2011-07-13,2730.85
2011-07-12,2701.05
2011-07-11,2739.31
2011-07-08,2758.13
2011-07-07,2789.55
2011-07-06,2745.32
2011-07-05,2745.93
2011-07-04,2752.85
2011-07-01,2735.07
2011-06-30,2735.2
2011-06-29,2716.41
2011-06-28,2692.08
2011-06-27,2682.95
2011-06-24,2654.59
2011-06-23,2587.9
2011-06-22,2574.38
2011-06-21,2579.4
2011-06-20,2576.61
2011-06-17,2634.42
2011-06-16,2650.86
2011-06-15,2672.85
2011-06-14,2695.17
2011-06-13,2685.31
2011-06-10,2684.33
2011-06-09,2697.09
2011-06-08,2699.9
2011-06-07,2708.87
2011-06-06,2694.01
2011-06-03,2689.51
2011-06-02,2704.0
2011-06-01,2723.0
2011-05-31,2707.85
2011-05-30,2665.41
2011-05-27,2658.08
2011-05-26,2625.34
2011-05-25,2602.23
2011-05-24,2619.88
2011-05-23,2614.52
2011-05-20,2658.8
2011-05-19,2634.23
2011-05-18,2636.63
2011-05-17,2649.25
2011-05-16,2673.26
2011-05-13,2693.78
2011-05-12,2666.64
2011-05-11,2700.14
2011-05-10,2686.62
2011-05-09,2689.73
2011-05-06,2687.53
2011-05-05,2646.22
2011-05-04,2679.73
2011-05-03,2693.56
2011-05-02,2754.71
2011-04-29,2780.03
2011-04-28,2801.77
2011-04-27,2824.21
2011-04-26,2834.06
2011-04-25,2836.24
2011-04-21,2838.13
2011-04-20,2828.37
2011-04-19,2781.39
2011-04-18,2776.29
2011-04-15,2818.66
2011-04-13,2848.63
2011-04-11,2796.34
2011-04-08,2821.16
2011-04-07,2847.39
2011-04-06,2841.29
2011-04-05,2843.08
2011-04-04,2832.55
2011-04-01,2791.11
2011-03-31,2781.82
2011-03-30,2765.19
2011-03-29,2734.64
2011-03-28,2716.39
2011-03-25,2701.68
2011-03-24,2650.01
2011-03-23,2629.99
2011-03-22,2602.07
2011-03-21,2579.74
2011-03-18,2585.42
2011-03-17,2614.17
2011-03-16,2637.4
2011-03-15,2606.41
2011-03-14,2645.61
2011-03-11,2612.37
2011-03-10,2635.52
2011-03-09,2648.62
2011-03-08,2640.23
2011-03-07,2613.81
2011-03-04,2648.17
2011-03-03,2646.43
2011-03-01,2640.88
2011-02-28,2554.64
2011-02-25,2542.3
2011-02-24,2527.54
2011-02-23,2609.97
2011-02-22,2624.77
2011-02-21,2648.45
2011-02-18,2626.24
2011-02-17,2671.53
2011-02-16,2642.04
2011-02-15,2637.39
2011-02-14,2625.94
2011-02-11,2549.8
2011-02-10,2502.85
2011-02-09,2511.35
2011-02-08,2559.32
2011-02-07,2606.07
2011-02-04,2611.0
2011-02-03,2664.61
2011-02-02,2624.16
2011-02-01,2617.86
2011-01-31,2661.25
2011-01-28,2663.42
2011-01-27,2716.73
2011-01-25,2761.69
2011-01-24,2784.9
2011-01-21,2763.33
2011-01-20,2765.95
2011-01-19,2757.66
2011-01-18,2766.09
2011-01-17,2739.58
2011-01-14,2748.24
2011-01-13,2791.93
2011-01-12,2833.38
2011-01-11,2782.73
2011-01-10,2789.99
2011-01-07,2859.56
2011-01-06,2928.59
2011-01-05,2951.62
2011-01-04,2984.16
2011-01-03,2990.28
2010-12-31,2973.33
2010-12-30,2951.17
2010-12-29,2932.74
2010-12-28,2904.85
2010-12-27,2904.95
2010-12-24,2911.59
2010-12-23,2900.36
2010-12-22,2904.41
2010-12-21,2908.36
2010-12-20,2883.06
2010-12-16,2882.8
2010-12-15,2862.31
2010-12-14,2891.93
2010-12-13,2865.69
2010-12-10,2833.85
2010-12-09,2788.8
2010-12-08,2872.32
2010-12-07,2915.31
2010-12-06,2930.14
2010-12-03,2935.89
2010-12-02,2962.01
2010-12-01,2937.89
2010-11-30,2880.0
2010-11-29,2852.23
2010-11-26,2817.67
2010-11-25,2859.92
2010-11-24,2905.75
2010-11-23,2940.58
2010-11-22,2977.23
2010-11-19,2925.52
2010-11-18,2979.63
2010-11-16,2978.19
2010-11-15,3043.04
2010-11-12,3025.12
2010-11-11,3089.65
2010-11-10,3128.98
2010-11-09,3135.45
2010-11-08,3120.56
2010-11-05,3134.17
2010-11-04,3117.35
2010-11-03,3069.9
2010-11-02,3051.5
2010-11-01,3046.63
2010-10-29,2998.48
2010-10-28,2993.47
2010-10-27,3008.33
2010-10-26,3034.61
2010-10-25,3043.64
2010-10-22,3026.2
2010-10-21,3036.14
2010-10-20,2980.65
2010-10-19,2998.0
2010-10-18,3013.21
2010-10-15,3011.35
2010-10-14,3062.29
2010-10-13,3084.41
2010-10-12,3028.0
2010-10-11,3050.03
2010-10-08,3029.94
2010-10-07,3040.4
2010-10-06,3067.44
2010-10-05,3042.37
2010-10-04,3039.88
2010-10-01,3026.96
2010-09-30,2972.43
2010-09-29,2972.73
2010-09-28,2993.34
2010-09-27,2992.1
2010-09-24,2977.84
2010-09-23,2951.95
2010-09-22,2962.3
2010-09-21,2972.52
2010-09-20,2975.63
2010-09-17,2943.32
2010-09-16,2911.59
2010-09-15,2933.45
2010-09-14,2914.18
2010-09-13,2905.62
2010-09-09,2862.3
2010-09-08,2848.76
2010-09-07,2841.45
2010-09-06,2829.47
2010-09-03,2787.08
2010-09-02,2778.77
2010-09-01,2773.1
2010-08-31,2732.84
2010-08-30,2745.4
2010-08-27,2741.07
2010-08-26,2766.58
2010-08-25,2760.05
2010-08-24,2786.34
2010-08-23,2804.26
2010-08-20,2788.24
2010-08-19,2789.22
2010-08-18,2770.23
2010-08-17,2744.72
2010-08-16,2741.68
2010-08-13,2754.73
2010-08-12,2735.79
2010-08-11,2730.44
2010-08-10,2744.04
2010-08-09,2756.73
2010-08-06,2732.44
2010-08-05,2734.13
2010-08-04,2738.65
2010-08-03,2728.82
2010-08-02,2721.36
2010-07-30,2692.39
2010-07-29,2701.2
2010-07-28,2702.94
2010-07-27,2711.3
2010-07-26,2704.52
2010-07-23,2720.1
2010-07-22,2723.57
2010-07-21,2705.67
2010-07-20,2690.98
2010-07-19,2699.14
2010-07-16,2699.59
2010-07-15,2686.49
2010-07-14,2692.47
2010-07-13,2699.62
2010-07-12,2689.39
2010-07-09,2680.8
2010-07-08,2658.64
2010-07-07,2634.08
2010-07-06,2650.48
2010-07-05,2630.15
